School,Name,Position,Class,Height,Hometown,High School
St. Cloud St.,Natalie Tesch,OPP/S,Jr.,5' 10'',"Milwaukee, Wis.",Wisconsin Lutheran
St. Cloud St.,Bethany Weiss,MB,Fr.,6' 0'',"Forest Lake, Minn.",Forest Lake Area
St. Cloud St.,Hannah Bruskiewicz,MB,Fr.,6' 0'',"Rogers, Minn.",Rogers
St. Cloud St.,Alyssa Isackson,OH/DS,Jr.,5' 10'',"White Bear Lake, Minn.",Hill-Murray
St. Cloud St.,Ella Unterweger,OH,So.,5' 10'',"Oconomowoc, Wis.",Oconomowoc
St. Cloud St.,Emma Berran,S,So.,6' 0'',"Inver Grove Heights, Minn.",Eagan
St. Cloud St.,Shelby Kimm,OH/OPP,Fr.,6' 0'',"North Liberty, Iowa",Liberty
Bethel (MN),Natalie Jones,Outside Hitter,Jr.,,"Centerville, Minn.",Centennial
Bethel (MN),Eleanor Pelzel,Outside Hitter,So.,,"St. Joseph, Minn.",St. Cloud Cathedral
Bethel (MN),Peyton Howie,Middle Blocker,Fr.,,"Blaine, Minn.",Irondale
Bethel (MN),Grace Bengford,Outside Hitter,So.,,"Sioux Falls, S.D.",O'Gorman
Bethel (MN),Marley Webb,Outside Hitter/Opposite,Sr.,,"Blaine, Minn.",Totino Grace
Bethel (MN),Taylor Barrett,Outside Hitter,Jr.,,"Brooklyn Park, Minn.",Champlin Park
Bethel (MN),Mattie Petersen,Defensive Specialist,Fr.,,"Lino Lakes, Minn.",Centennial
Bethel (MN),Ellie Van Namen,Setter,Fr.,,"Grand Rapids, Mich.",Calvin Christian
Bethel (MN),Abigail Drury,Middle Blocker,Sr.,,"Wyoming, Minn.",Forest Lake
Bethel (MN),Kate Ahrens,Outside Hitter,So.,,"Redwood Falls, Minn",Redwood Valley
Bethel (MN),Natalie Hallstrom,Middle Blocker,Sr.,,"Fargo, N.D.",Davies
Bethel (MN),Madi Wagendorf,Middle Blocker,Jr.,,"Moorhead, Minn.",Park Christian
Bethel (MN),Sophie Jacques,Middle Blocker/Outside Hitter,So.,,"Orono, Minn.",Orono
Bethel (MN),Dani Friedges,Outside Hitter,Sr.,,"Jordan, Minn.",New Prague
Bethel (MN),Kate Hildenbrand,Opposite,So.,,"Bemidji, Minn.",Bemidji
Bethel (MN),Olivia Johnson,Defensive Specialist,So.,,"Roseville, Minn.",Mounds View
Bethel (MN),Breanna Vermeer,Opposite,Sr.,,"Davenport, Iowa",Bettendorf
Bethel (MN),Brenna Stark,Setter,Jr.,,"Esko, Minn.",Esko
Bethel (MN),Devanie Andre,Defensive Specialist,Jr.,,"Harrisburg, S.D.",Harrisburg
Bethel (MN),Abby Heinrich,Setter,So.,,"Brooklyn Park, Minn.",West Lutheran
Bethel (MN),Grace Solberg,Outside Hitter,Jr.,,"Fargo, N.D.",Fargo Davies
St. John Fisher,Kiera Hartpence,L,So.,,"Scotia, NY",Burnt Hills Ballston Lake
St. John Fisher,Madalyn Bouton,MB,So.,,"Elmira, N.Y.",Corning Pain
St. John Fisher,Brooke Segars,DS,Jr.,,Syracuse,Cicero-North Syracuse
St. John Fisher,Erika Edholm,OH,So.,,"Buffalo, NY",Sweet Home
St. John Fisher,Kristen McIntosh,OH,Jr.,,Painted Post,Corning-Painted Post
St. John Fisher,Sophia Wypyski,DS,So.,,"Plattsburgh, N.Y.",Beekmantown
St. John Fisher,Reilly Morrow,S,So.,,"Moore, Oklahoma",Moore
St. John Fisher,Natalie Maurer,MB,Fr.,,"Olean, N.Y.",Portville
St. John Fisher,Kaylene Noble,OH,Fr.,,"Fayetteville, N.Y.",Fayetteville-Manlius
St. John Fisher,Delayne Young,OH,Sr.,,"Wrightwood, Calif.",Serrano
St. John Fisher,Emma Lawler,OH,Fr.,,"Mexico, N.Y.",Mexico
St. John Fisher,Adeline Phillips,OH,Fr.,,"York, PA",York Catholic
St. John Fisher,Haley Herrera,DS,Fr.,,"Virginia Beach, VA",Landstown
St. John Fisher,Ana Gutman,MB,Fr.,,Rochester,Penfield
St. John Fisher,Isabella Mahar,DS,So.,,"Wynantskill, NY",Averill Park
St. John Fisher,Makenzie Desmarais,OH,Fr.,,"New Hartford, N.Y.",New Hartford
St. John Fisher,Olivia Nellis,MB,Jr.,,Orchard Park,Orchard Park
St. John Fisher,Jordan Kern,DS,Fr.,,"West Falls, N.Y.",Orchard Park
St. Lawrence,Mattie Porter,Setter/Right Side,So.,,"Canton, N.Y.",Hugh C. Williams
St. Lawrence,Kate Gardner,Middle Hitter/Right Side,Jr.,,"Trumansburg, N.Y.",Trumansburg
St. Lawrence,Lily Snide,Setter/Defensive Specialist,So.,,"Plattsburgh, N.Y.",Plattsburgh
St. Lawrence,Kori Meissner,Defensive Specialist/Outside Hitter,FY,,"Williamstown, Mass.",Loomis Chaffee
St. Lawrence,Kennedy Dawson,Defensive Specialist,So.,,"Williamsburg, Mass.",The Williston Northampton School
St. Lawrence,Katrina Henrich,Defensive Specialist,Sr.,,"Fairfield, Conn.",Fairfield Ludlowe
St. Lawrence,Sofia Velasquez,Outside Hitter/Right Side,So.,,"Queens, N.Y.",Central Park East
St. Lawrence,Audrey Bibbins,Outside Hitter/Middle Hitter,FY,,"Adams, N.Y.",South Jefferson
St. Lawrence,Rachel Boudreau,Middle Hitter/Right Side,Jr.,,"Chelmsford, Mass.",Chelmsford
St. Lawrence,Araiza Acum-Santos,Middle Hitter/Right Side,FY,,"San Juan, Puerto Rico",Springfield Central School
St. Lawrence,Maggie Layman,Defensive Specialist,So.,,"West Chester, Pa.",Henderson
St. Lawrence,Vanessa Latam,Setter,FY,,"Boxford, Mass.",Masconomet Regional
St. Lawrence,Adeline Riesenberger,Middle Hitter/Right Side,So.,,"Webster, N.Y.",Webster Schroeder
St. Lawrence,Jada Masiclat,Outside Hitter/Middle Hitter,Sr.,,"Cazenovia, N.Y.",Chittenango
St. Lawrence,Kalina Natcheva,Middle Hitter/Right Side,FY,,"Nantucket, Mass.",Nantucket
St. Lawrence,Vivian Zymeck,Outside Hitter/Middle Hitter,Sr.,,"Millwood, N.Y.",Horace Greeley
Saint Leo,Tajma Muharemovic,S,So.,,"Brøndby, Denmark",Falkonergårdens Gymnasium
Saint Leo,Julia Panko,OH,So.,,"Wroclaw, Poland",2nd High School in Wroclaw
Saint Leo,Jeanette Henderson,OH,Sr.,,"Tampa, Fla.",Wharton
Saint Leo,Giada Solorzano,DS,So.,,"Miami, Fla.",St. Brendan HS
Saint Leo,Sophia  Leon-Tabor,S,Jr.,,"Fort Myers, Fla.",University of New Haven
Saint Leo,Kennedy DeLuca,MB,Sr.,,"Trinity, Fla.",Mitchell HS
Saint Leo,Madi Certain,OH,Sr.,,"Dripping Springs, Texas",Dripping Springs
Saint Leo,Marysa Connors,Libero,Sr.,,"Trinity, Fla.",J.W. Mitchell
Saint Leo,Sheila Rodriguez,MB,Jr.,,"Miami, Fla.",Florida International
Saint Leo,Anastasia Azzan,OH,Fr.,,"Trinity, Fla.",J.W. Mitchell
Saint Leo,Emma Laade,OH,So.,,"Bradenton, Fla.",Bradenton HS
St. Mary's (MD),Alayna Sievert,Setter / RS Hitter,So.,,"Lusby, MD",Patuxent
St. Mary's (MD),Margaret McGlothlin,Defensive Specialist,So.,,"Chesapeake City, MD",Bohemia Manor
St. Mary's (MD),Jillian Zukley,Middle Blocker,Fr.,,"Severna Park, MD",Severna Park
St. Mary's (MD),Arielle Lubeck,Setter / RS Hitter,Fr.,,"Virginia Beach, VA",Bayside
St. Mary's (MD),Ellie Matthews,Middle Blocker,Jr.,,"Hollywood, MD",Leonardtown
St. Mary's (MD),Camilla Galeano,Defensive Specialist / Setter,Fr.,,"Germantown, MD",Damascus
St. Mary's (MD),Grace Gilmore,Outside Hitter / RS Hitter,Jr.,,"Redding, CT",Joel Barlow
St. Mary's (MD),Lauren Panageotou,Setter,Fr.,,"Baltimore, MD",Mercy
St. Mary's (MD),Mia Hayes,Defensive Specialist,Fr.,,"Williamsburg, VA",Bruton
St. Mary's (MD),Grace Caudell,Outside Hitter / RS Hitter,Fr.,,"Hagerstown, MD",Williamsport
St. Mary's (MD),Julia Bobrowski,Outside Hitter / RS Hitter,So.,,"California, MD",Leonardtown
St. Mary's (MD),Meghan Stevens,Outside Hitter,Sr.,,"Westminster, MD",Homeschooled
Saint Mary's (MN),Ciarra McNally,OH,Sr.,,"Lewiston, Minn.",Lewiston-Altura
Saint Mary's (MN),Jessica Schneider,DS,Sr.,,"Brooklyn Park, Minn.",Robbinsdale Cooper
Saint Mary's (MN),Caitlin Bakken,DS,Fr.,,"Rochester, Minn.",Rochester JM
Saint Mary's (MN),Lindsey Rossow,OH / DS,Fr.,,"Rochester, Minn.",Rochester Lourdes
Saint Mary's (MN),Ashley Rogers,S,Fr.,,"Onamia, Minn.",Onamia
Saint Mary's (MN),Faith VanErp,MH,Jr.,,"Sartell, Minn.",St. Cloud Cathedral
Saint Mary's (MN),Maddie Baker,MH / RS / OH,Fr.,,"Savage, Minn.",St. Cloud Tech
Saint Mary's (MN),Devann Clemens,S,So.,,"Chatfield, Minn.",Chosen Valley-Chatfield
Saint Mary's (MN),Brenna Bruchert,OH,So.,,"Eau Claire, Wis.",Eau Claire Memorial
Saint Mary's (MN),Isabella Schei,DS,Fr.,,"Stewartville, Minn.",Stewartville
Saint Mary's (MN),Rachel Szepieniec,MH / RS,Jr.,,"Eau Claire, Wis.",Regis
Saint Mary's (MN),Jazzy Davis,MH,Fr.,,"La Crosse, Wis.",La Crosse Logan
Saint Mary's (MN),Alison Wu,OH,So.,,"Woodbury, Minn.",Woodbury
Saint Mary's (MN),Paige Klug,OH,Fr.,,"Caledonia, Minn.",Caledonia
Saint Mary's (MN),Gretchen Bredberg,MH,Fr.,,"Brandon, Minn.",Brandon-Evansville
Saint Mary's (MN),Kali Olson,MH,Fr.,,"New York Mills, Minn.",New York Mills
St. Norbert,Anna Kudick,PIN,Fr.,,"New Lisbon, Wis.",Mauston
St. Norbert,Kara Sowinski,DS/L,So.,,"Rhinelander, Wis.",Three Lakes
St. Norbert,Lauren Borchardt,PIN/DS,Jr.,,"Manitowoc, Wis.",Lincoln
St. Norbert,Alyssa Mills,PIN,Jr.,,"Oconomowoc, Wis.",Oconomowoc
St. Norbert,Mari Szews,MB,So.,,"Rhinelander, Wis.",Three Lakes
St. Norbert,Alli Clark,MB,Fr.,,"Ladysmith, Wis.",Ladysmith
St. Norbert,Erin Eggers,DS/L,Sr.,,"McFarland, Wis.",McFarland
St. Norbert,Brooke Clement,PIN,Sr.,,"Green Bay, Wis.",Bay Port
St. Norbert,Andrianna Volz,PIN,So.,,"Seymour, Wis.",Seymour
St. Norbert,Heidi Colburn,S,So.,,"Oshkosh, Wis.",North
St. Norbert,Rylie  Gregg,RS,Jr.,,"Elm Grove, Wis.",Divine Savior Holy Angels
St. Norbert,Claire Leynse,DS/L,So.,,"Plymouth, Wis.",Plymouth
St. Norbert,Molly Rader,MB,Sr.,,"De Pere, Wis.",Green Bay Notre Dame
St. Norbert,Linnea Svennes,MB,Sr.,,"Wausau, Wis.",Newman Catholic
St. Norbert,Ellie Hartson,S,Sr.,,"Merrill, Wis.",Merrill
St. Norbert,Carley Varoni,S,Fr.,,"Bark River, Mich.",Bark River-Harris
St. Norbert,Maddy Borgen,MB/PIN,Jr.,,"Scandinavia, Wis.",Amherst
Stevens,Kristy Chen,Defensive Specialist,Sr.,,"Belle Mead, N.J.",Montgomery
Stevens,Madison Sappia,Libero/Defensive Specialist,Sr.,,"Wellington, Fla.",Suncoast
Stevens,Vivian Lisboa,Middle Blocker,So.,,"Beaumont, Calif.",Beaumont
Stevens,Bailey Axelrad,Libero/Defensive Specialist,Jr.,,"New Orleans, La.",Academy of the Sacred Heart
Stevens,Meg Dion,Middle Blocker,Sr.,,"West Chester, Pa.",Bayard Rustin
Stevens,Kileen McNeill,Middle Blocker,Fy.,,"Galloway, N.J.",Cedar Creek
Stevens,Elle Maggio,Opposite,Sr.,,"Denver, Colo.",Thomas Jefferson
Stevens,Gabbi Roberts,Setter,So.,,"Meridian, Idaho",Eagle
Stevens,Liz Pederson,Middle Blocker,Fy.,,"Edwardsburg, Mich.",Edwardsburg
Stevens,Paulina Miller,Libero/Defensive Specialist,So.,,"Roswell, Ga.",Milton
Stevens,Molly Harris,Setter,Fy.,,"Conroe, Texas",The Woodlands College Park
Stevens,Cleo Shannon,Outside Hitter/Opposite,Jr.,,"Charlotte, N.C.",Myers Park
Stevens,Liz Patterson,Outside Hitter,Sr.,,"Midland Park, N.J.",Immaculate Heart Academy
Stevens,Parker Adkins,Outside Hitter,Jr.,,"Euless, Texas",Colleyville Heritage
Stevens,Mallory Eder,Middle Blocker/Opposite,So.,,"Rochester, N.Y.",Sutherland
St. Scholastica,Natalie  Yackley,Setter,So.,,"New Ulm, Minn.",New Ulm HS
St. Scholastica,Katelyn Melnyk,Defensive Specialist,Fr.,,"Angusville, Manitoba, Canada",Major Pratt HS
St. Scholastica,Emma  Fretheim,Outside Hitter,Jr.,,"Burnsville, Minn.",Burnsville HS
St. Scholastica,Bryn Ziegler,Libero,Fr.,,"Hutchinson, Minn.",Hutchinson HS
St. Scholastica,Riley Panger,Defensive Specialist,Fr.,,"Duluth, Minn.",Duluth East HS
St. Scholastica,Lindsey  Baribeau,Middle Blocker,So.,,"Biwabik, Minn.",Mesabi East HS
St. Scholastica,Delaney  Schaeffer,Right Side,Sr.,,"Brainerd, Minn.",Brainerd HS
St. Scholastica,Zoie  McDonald,Defensive Specialist,So.,,"Rhinelander, Wis.",Three Lakes HS
St. Scholastica,Jordan  Andrews,Outside Hitter,So.,,"Lumby, British Columbia",Charles Bloom School
St. Scholastica,Ava  Swangstue,Middle Blocker,So.,,"Grand Forks, N.D.",Red River HS
St. Scholastica,Quinlyn  Rubeck,Libero,Sr.,,"Fall Creek, Wis.",Fall Creek HS
St. Scholastica,Emily Slettedahl,Middle Blocker/Right Side,Fr.,,"Roseville, Minn.",Roseville HS
St. Scholastica,Grace  Myhre,Setter,Jr.,,"Aberdeen, S.D.",Aberdeen Central HS
St. Scholastica,Mikala Peterson,Outside Hitter,So.,,"Mora, Minn.",Mora HS
St. Scholastica,Olivia  Bauer,Outside Hitter,So.,,"Faribault, Minn.",Faribault HS
St. Scholastica,Natalie  Johnson,Right Side,So.,,"Big Lake, Minn.",Big Lake HS
St. Scholastica,Elizabeth Hamilton,Setter,Fr.,,"Lehi, Utah",Summit Academy HS
St. Olaf,Tatum Sims,Outside Hitter,So.,,"Dallas, Texas",Green Hill
St. Olaf,Lauren Bell,Outside Hitter,Fy.,,"Atlanta, Ga.",Mount Vernon
St. Olaf,Paige Christophersen,Setter,So.,,"Lincoln, Neb.",Lincoln
St. Olaf,Maycie Rogers,Outside Hitter,Jr.,,"Colorado Springs, Colo.",Coronado
St. Olaf,Kathryn  Deist,Defensive Specialist/Libero,Jr.,,"Gaithersburg, Md.",Gaithersburg
St. Olaf,Dori Hobbie,Middle Blocker,So.,,"Falcon Heights, Minn.",Minnehaha Academy
St. Olaf,Anysia Caille,Opposite,Sr.,,"Minnetonka, Minn.",Minnetonka
St. Olaf,Erica  Collin,Middle Blocker,Sr.,,"Middleton, Wis.",Middleton
St. Olaf,Catherine Moore,Opposite,Sr.,,"Lake Elmo, Minn.",Mounds Park Academy
St. Olaf,Kaia Krocak,Middle Blocker,Fy.,,"Montgomery, Minn.",Tri-City United
St. Olaf,Lauren Hall,Defensive Specialist/Libero,Fy.,,"Des Moines, Iowa",Roosevelt
St. Olaf,Liz Pederson,Opposite,So.,,"Albuquerque, N.M.",Albuquerque
St. Olaf,Cayla Chun,Setter,So.,,"Virginia Beach, Va.",Tallwood
St. Olaf,Selena Rodriguez,Defensive Specialist/Libero,Fifth,,"St. Paul, Minn.",North
St. Olaf,Holly Jelinek,Outside Hitter,So.,,"Lodi, Wis.",Lodi
St. Olaf,Karin Fowler,Defensive Specialist/Libero,Fy.,,"Bettendorf, Iowa",Pleasant Valley
St. Olaf,Liv Karlen,Defensive Specialist/Libero,So.,,"Lake Mills, Wis.",Lake Mills
St. Olaf,Morgan Ryan,Defensive Specialist/Libero,So.,,"Chanhassen, Minn.",Minnetonka
St. Olaf,Caitlin Lee,Middle Blocker,So.,,"Rogers, Minn.",Rogers
St. Olaf,Evelyn Kreft,Outside Hitter,Fy.,,"Becker, Minn.",Becker
St. Olaf,Michaela Dooley,Defensive Specialist/Libero,Fy.,,"Plymouth, Minn.",Benilde-St. Margaret's
St. Olaf,Christina Cheng,Outside Hitter,Fifth,,"Minnetonka, Minn.",Minnehaha Academy
St. Olaf,Maren Miller,Middle Blocker,Fy.,,"Urbandale, Iowa",Des Moines Christian
St. Olaf,Lilah Van Scoyoc,Opposite,Fy.,,"Coralville, Iowa",Liberty
St. Olaf,Skylar Fildew,Setter,Fy.,,"Naperville, Ill.",Neuqua Valley
Salisbury,Julie Altieri,S,Fr.,,"Hillsborough, N.C.",Cedar Ridge
Salisbury,Kayla Pedersen,DS/L,Jr.,,"Hummelstown, Pa.",Lower Dauphin
Salisbury,Bryanna Purisima,S,Fr.,,"Lodi, N.J.",Bergen County Technical
Salisbury,Jackie Mitchell,OH,Jr.,,"Rockville, Md.",Our Lady of Good Counsel
Salisbury,Sacha Mardesich,OH/RS,Fr.,,"Camden, Del.",Caesar Rodney
Salisbury,Grace Rail,DS/L,Sr.,,"Seaford, N.Y.",St. Anthony's
Salisbury,Gwen Eustace,MB/RS,So.,,"Olney, Md.",Sherwood
Salisbury,Bella Rubino,OH,Fr.,,"Annapolis, Md.",Broadneck
Salisbury,Delaney Madsen,MB,Jr.,,"Abingdon, Md.",Patterson Mill
Salisbury,Brooke Young,S,Sr.,,"St. Leonard, Md.",Calvert
Salisbury,Natalie Uibel,OH/DS,Jr.,,"New Cumberland, Pa.",Cedar Cliff
Salisbury,Ashlee Prall,DS/L,Fr.,,"Middletown, Del.",Middletown
Salisbury,Ella Skye Franks,S,Sr.,,"New Paltz, N.Y.",New Paltz
Salisbury,Kiley McTaggart,MB/RS,Fr.,,"North Wales, Pa.",North Penn
Salisbury,Emma Quandt,MB/RS,Jr.,,"Annapolis, Md.",Broadneck
Salisbury,Alyssa DeWaal,OH/RS,So.,,"Keedysville, Md.",Boonsboro
San Fran. St.,Asia Arbaugh,Libero/Defensive Specialist,Fr.,,San Diego,Torrey Pines HS
San Fran. St.,Izzy Issak,Outside Hitter,Jr.-R,,"Los Gatos, Calif.",Los Gatos HS
San Fran. St.,Aidan Goodrich,Outside Hitter,Fr.,,"Fresno, Calif.",Clovis West HS
San Fran. St.,Alhana Velasquez,Outside Hitter,Jr.,,"Northridge, Calif.",Granada Hills Charter HS
San Fran. St.,Tamiya Wilson,Right Side,So.,,"Temecula, Calif.",Temecula Valley HS
San Fran. St.,Anastacia Garza,Middle Blocker,Fr.,,"Sacramento, Calif.",St Francis Catholic HS
San Fran. St.,Trinity Yates,Middle Blocker,Jr.,,"San Jose, Calif.",Leland HS
San Fran. St.,Rebecca Rendahl,Middle Blocker,Gr.,,"San Marcos, Calif.",Murrieta Valley HS
San Fran. St.,Brianna DeBoer,Libero/Defensive Specialist,Jr.,,"Murrieta, Calif.",Murrieta Valley HS
San Fran. St.,Kimberly DeBoer,Setter,Jr.,,"Murrieta, Calif.",Murrieta Valley HS
San Fran. St.,Drew deGuzman,Setter/Defensive Specialist,Fr.,,"Sacramento, Calif.",Christian Brothers HS
San Fran. St.,Josie Collier,Outside Hitter,Gr.,,"Hemet, Calif.",Hemet HS
San Fran. St.,Grace Witcher,Outside Hitter/Right Side,Fr.,,"Bakersfield, Calif.",Liberty HS
San Fran. St.,Cynthia Beall,Libero/Defensive Specialist,Jr.,,"Alameda, Calif.",Alameda HS
San Fran. St.,Chloe Henning,Middle Blocker,Jr.,,"West Sacramento, Calif.",St. Francis HS
San Fran. St.,Katie Parker,Middle Blocker/Right Side,Fr.,,"Turlock, Calif.",Turlock HS
Seattle Pacific,Abigail Cunningham,Libero / Defensive specialist,Jr.,,"Tulsa, OK",Lincoln Christian
Seattle Pacific,Allison Wilks,Outside hitter / Middle blocker,Sr.,,"Bothell, WA",North Creek
Seattle Pacific,Sophia Chambers,Setter,Fr.,,"Justin, TX",Northwest
Seattle Pacific,Hannah Hair,Middle blocker,Sr.,,"Walla Walla, WA",Walla Walla
Seattle Pacific,Brianna Ingram,Middle blocker,Jr.,,"Bonney Lake, WA",Auburn Riverside
Seattle Pacific,Coco Barnett,Opposite,Fr.,,"Fitchburg, WI",Oregon
Seattle Pacific,Anna Pelluer,Outside hitter,Fr.,,"Redmond, WA",Lake Washington
Seattle Pacific,Sarah Brachvogel,Outside hitter / Opposite,Sr.,,"Mukilteo, WA",Kamiak
Seattle Pacific,Avery Veenendall,Setter,Fr.,,"La Crosse, WI",La Crosse Central
Seattle Pacific,Emily Tulino,Setter,Jr.,,"Carlsbad, CA",La Costa Canyon
Seattle Pacific,Erin Smith,Middle blocker,Sr.,,"Carlsbad, CA",Carlsbad
Seattle Pacific,Christina Lopez,Libero,Fr.,,"Surprise, AZ",Valley Vista
Seattle Pacific,Sarah Day,Outside hitter,Sr.,,"Monroe, WA",Monroe
Seattle Pacific,Maddie Pruden,Opposite,Sr.,,"Poulsbo, WA",North Kitsap
Seattle Pacific,Zoe Shuckhart,Libero/ Defensive specialist,Sr.,,"University Place, WA",Curtis
Seattle Pacific,Sydney Perry,Outside hitter / Opposite,Sr.,,"Cave Creek, AZ",Cactus Shadows
Shenandoah,Natalie Reader,Defensive Specialist,Sr.,,"Aldie, Va.",John Champe
Shenandoah,Samantha Shy,Defensive Specialist,Fy.,,"Woodbridge, Va.",C.D. Hylton
Shenandoah,Aaliyah  Chunn,Middle Hitter,Sr.,,"Front Royal, Va.",Skyline
Shenandoah,Jillian  Warter,Outside Hitter,Sr.,,"Leesburg, Va.",Loudoun County
Shenandoah,Zandria Burton,Middle Hitter/Right Side,So.,,"Ringold, Ga.",Heritage
Shenandoah,Brooke Gast,Outside Hitter,Jr.,,"Irwin, Pa.",Norwin
Shenandoah,Emma Thompson,Defensive Specialist/Outside Hitter,So.,,"Middletown, Va.",Sherando
Shenandoah,Ava Pannullo,Middle Hitter,So.,,"Caldwell, N.J.",James Caldwell
Shenandoah,Amber Shifflett,Right-Side,Fy.,,"Fredericksburg, Va.",Stafford
Shenandoah,Regan Minney,Hitter,So.,,"Stephens City, Va.",Sherando
Shenandoah,Abby Lichtenfels,Setter,So.,,"North Huntingdon, Pa.",Norwin
Shenandoah,Cheyenne  Price,Middle Hitter/Right Side,Jr.,,"Hagerstown, Md.",South Hagerstown
Shenandoah,Kali Highlander,Middle Hitter,So.,,"Albuquerque, N.M.",Cabrillo
Shenandoah,Ashlyn Wade,Right Side,So.,,"Hamilton, Va.",Loudoun Valley
Shenandoah,Kylie Danella,Setter,So.,,"Mount Juliet, Tenn.",Mount Juliet
Shenandoah,Cara  Butler,Libero/Defensive Specialist,Fy.,,"Salem, Va.",Glenvar
Shippensburg,Ashley Laukus,Middle Blocker/Right Side,Fr.,,"Irwin, Pa.",Norwin
Shippensburg,Erica Lampus,Defensive Specialist,So.,,"Sarver, Pa.",Freeport
Shippensburg,Berkley Simmons,Setter,So.,,"Keedysville, Md.",Williamsport
Shippensburg,Isabelle Bombas,Middle Blocker,So.,,"Hatboro, Pa.",Hatboro-Horsham
Shippensburg,Shay Kolivoski,Defensive Specialist/Libero,Fr.,,"Dillsburg, Pa.",Northern
Shippensburg,Natalya Montague,Middle Blocker,Fr.,,"Centennial, Col.",Smoky Hill
Shippensburg,Gracen Nutt,Outside Hitter,Fr.,,"Mechanicsburg, Pa.",Mechanicsburg Area
Shippensburg,Hailey Cappleman,Middle Hitter/Right Side,Fr.,,"Winter Garden, Fla.",Horizon
Shippensburg,Maddie Clabaugh,Right Side/Outside Hitter,Jr.,,"Gettysburg, Pa.",Delone Catholic
Shippensburg,Kayla Johnson,Outside Hitter,So.,,"Chester, Va.",Thomas Dale
Shippensburg,Jackie Sterenberg,Outside Hitter,Sr.,,"Ellicott City, Md.",Centennial (Frostburg State)
Shippensburg,Kat Negron,Outside Hitter,Jr.,,"Longwood, Fla.",Lyman
Shippensburg,Emily Gardner,Outside Hitter/Defensive Specialist,Jr.,,"Avon, Ohio",Avon
Shippensburg,Elliot Oliphant,Middle Blocker/Setter,Fr.,,"South Park, Pa.",South Park
Shippensburg,Jordan  Bowen,Right Side,Sr.,,"Omaha, Neb.",Omaha Westside (Limestone)
Shippensburg,Kaitlyn Townsend,Right Side/Middle Hitter,Sr.,,"Johnstown, Pa.",Richland
Shippensburg,Nat Mazzone,Setter,Jr.,,"Chicago, Ill.",Lane Technical (Tusculum)
Shippensburg,Kearstin Davis,Setter,So.,,"San Antonio, Tex.",Reagan
Siena,Anny Montano,OH,R-Jr.,,"Cali, Colombia",Incoval (Arizona Western)
Siena,Oliwia  Majtyka,S,Fr.,,"Dolnoslaskie State, Poland",I Liceum Ogólnoksztalcace w Szamotulach
Siena,Emily Wood,L/DS,So.,,"Vancouver, WA",Skyview
Siena,Ana Zink,S,So.,,"Campinas, Brazil",Colegio Rio Branco Campinas / Midland College (TX)
Siena,Claire Isaksen,S,Jr.,,"Glenville, NY",Burnt Hills-Ballston Lake
Siena,Sina Toroslu,MB,R-Jr.,,"Stuttgart, Germany",Schickhardt Gymnasium / Lee College (TX)
Siena,Sara Wagner,OH,Jr.,,"Bielsko-Biala, Poland",Szkola Mistrzostwa Sportowego
Siena,Kayla Jones,RS/OH,Fr.,,"Philadelphia, Pa.",Hatboro Horsham
Siena,Olga Sawinska,RS,Jr.,,"Warsaw, Poland",XVIII LO im. Jana Zamoyskiego
Siena,Payton Hinkle,L/DS,Fr.,,"Brownsburg, IN",Brownsburg
Siena,Monet Latunde,MB/RS,Sr.,,"Arcadia, CA",Arcadia (Pasadena City College)
Siena,Meghan Johnsson,S,Sr.,,"Fairport, NY",Fairport
Siena,Ella Treasure,MB/OH,Fr.,,"Rochester, NY",Pittsford Sutherland
Siena,Sonja Meyer,RS,Fr.,,"Oak Hill, Va.",Flint Hill
Siena,Hannah Bowman,OH,Fr.,,"Valrico, FL",New Jerusalem Christian Academy
Siena,Rory McNerney,L/DS,So.,,"Ardsley, NY",Ardsley
Siena,Kate Heinrich,MB,So.,,"Syracuse, NY",Westhill
Siena,Grace Wilhelm,L/DS,Jr.,,"Galena, IL",Galena
Skidmore,Phoebe Yang,Defensive Specialist/Setter,Fr.,,"San Francisco, CA",Drew School
Skidmore,Ella Kretten,Defensive Specialist/Libero,Jr.,,"Madison, NJ",Morris Catholic
Skidmore,Sophia Wittemyer,Defensive Specialist/Libero,Sr.,,"Boulder, CO",Fairview
Skidmore,Angie Mozrall,Outside Hitter,So.,,"Pittsford, NY",Pittsford
Skidmore,Emma Ferrigno,Setter,Fr.,,"Boca Raton, FL",Boca Raton
Skidmore,Tiffany Flores,Setter/Defensive Specialist,Jr.,,"Queens, NY",The Mary Louis Academy
Skidmore,Gabby Imburgia,Outside Hitter/Right Side,Fr.,,"Fair Lawn, NJ",Fair Lawn
Skidmore,Carolyn Scott,Outside Hitter,Sr.,,"McLean, VA",James Madison
Skidmore,Noa Berger,Setter,Sr.,,"Fairfield, CT",Fairfield Warde
Skidmore,Maya Stolarz,Middle/Right Side,So.,,"New York, NY",Clinton School
Skidmore,Ella Harris,Right Side/Middle Hitter,Sr.,,"Wayne, NJ",Wayne Hills
Skidmore,Catriona Hoelperl,Setter/Libero,Fr.,,"Hilton, NY",Aquinas Institute
Skidmore,Rudi Reyes,Outside Hitter/Middle Blocker,So.,,"University Place, WA",Curtis
